"word","LikeCount","Recent","Topic"
"38539","agree","Low Popularity","Low Priority","Review"
"38540","gotta","Low Popularity","Low Priority","Review"
"38541","totally","Low Popularity","Low Priority","Review"
"38542","obsessed","Low Popularity","Low Priority","Review"
"38543","success","Low Popularity","Low Priority","Review"
"38544","mediocre","Low Popularity","Low Priority","Review"
"38545","results","Low Popularity","Low Priority","Review"
"38546","grant","Low Popularity","Low Priority","Review"
"38547","cardone","Low Popularity","Low Priority","Review"
"38548","wrote","Low Popularity","Low Priority","Review"
"38549","book","Low Popularity","Low Priority","Review"
"38550","topic","Low Popularity","Low Priority","Review"
"38551","quot","Low Popularity","Low Priority","Review"
"38552","average","Low Popularity","Low Priority","Review"
"38553","badass","Low Popularity","Low Priority","Review"
"38554","free","Low Popularity","Low Priority","Review"
"38555","advice","Low Popularity","Low Priority","Review"
"38556","pleasei","Low Popularity","Low Priority","Review"
"38557","debtsi","Low Popularity","Low Priority","Review"
"38558","build","Low Popularity","Low Priority","Review"
"38559","smooth","Low Popularity","Low Priority","Review"
"38560","pages","Low Popularity","Low Priority","Review"
"38561","coding","Low Popularity","Low Priority","Review"
"38562","debts","Low Popularity","Low Priority","Review"
"38563","charing","Low Popularity","Low Priority","Review"
"38564","tips","Low Popularity","Low Priority","Review"
"38565","sharing","Low Popularity","Low Priority","Review"
"38566","hayden","Low Popularity","Low Priority","Review"
"38567","active","Low Popularity","Low Priority","Review"
"38568","black","Low Popularity","Low Priority","Review"
"38569","friday","Low Popularity","Low Priority","Review"
"38570","madness","Low Popularity","Low Priority","Review"
"38571","noticed","Low Popularity","Low Priority","Review"
"38572","makes","Low Popularity","Low Priority","Review"
"38573","heart","Low Popularity","Low Priority","Review"
"38574","dropshipping","Low Popularity","Low Priority","Review"
"38575","anymore","Low Popularity","Low Priority","Review"
"38576","respect","Low Popularity","Low Priority","Review"
"38577","game","Low Popularity","Low Priority","Review"
"38578","people","Low Popularity","Low Priority","Review"
"38579","consume","Low Popularity","Low Priority","Review"
"38580","comment","Low Popularity","Low Priority","Review"
"38581","love","Low Popularity","Low Priority","Review"
"38582","angeles","Low Popularity","Low Priority","Review"
"38583","change","Low Popularity","Low Priority","Review"
"38584","world","Low Popularity","Low Priority","Review"
"38585","hope","Low Popularity","Low Priority","Review"
"38586","update","Low Popularity","Low Priority","Review"
"38587","shopify","Low Popularity","Low Priority","Review"
"38588","drop","Low Popularity","Low Priority","Review"
"38589","shipping","Low Popularity","Low Priority","Review"
"38590","youtube","Low Popularity","Low Priority","Review"
"38591","channel","Low Popularity","Low Priority","Review"
"38592","feel","Low Popularity","Low Priority","Review"
"38593","date","Low Popularity","Low Priority","Review"
"38594","buying","Low Popularity","Low Priority","Review"
"38595","send","Low Popularity","Low Priority","Review"
"38596","infinite","Low Popularity","Low Priority","Review"
"38597","love","Low Popularity","Low Priority","Review"
"38598","hope","Low Popularity","Low Priority","Review"
"38599","prospering","Low Popularity","Low Priority","Review"
"38600","videos","Low Popularity","Low Priority","Review"
"38601","dropshipping","Low Popularity","Low Priority","Review"
"38602","changing","Low Popularity","Low Priority","Review"
"38603","paying","Low Popularity","Low Priority","Review"
"38604","shopify","Low Popularity","Low Priority","Review"
"38605","store","Low Popularity","Low Priority","Review"
"38606","advertise","Low Popularity","Low Priority","Review"
"38607","affiliate","Low Popularity","Low Priority","Review"
"38608","youtube","Low Popularity","Low Priority","Review"
"38609","blog","Low Popularity","Low Priority","Review"
"38610","1000","Low Popularity","Low Priority","Review"
"38611","lead","Low Popularity","Low Priority","Review"
"38612","signed","Low Popularity","Low Priority","Review"
"38613","easier","Low Popularity","Low Priority","Review"
"38614","traffic","Low Popularity","Low Priority","Review"
"38615","struggling","Low Popularity","Low Priority","Review"
"38616","green","Low Popularity","Low Priority","Review"
"38617","real","Low Popularity","Low Priority","Review"
"38618","profit","Low Popularity","Low Priority","Review"
"38619","honest","Low Popularity","Low Priority","Review"
"38620","money","Low Popularity","Low Priority","Review"
"38621","days","Low Popularity","Low Priority","Review"
"38622","yeah","Low Popularity","Low Priority","Review"
"38623","haha","Low Popularity","Low Priority","Review"
"38624","feel","Low Popularity","Low Priority","Review"
"38625","lying","Low Popularity","Low Priority","Review"
"38626","month","Low Popularity","Low Priority","Review"
"38627","payed","Low Popularity","Low Priority","Review"
"38628","sleep","Low Popularity","Low Priority","Review"
"38629","misleading","Low Popularity","Low Priority","Review"
"38630","sounds","Low Popularity","Low Priority","Review"
"38631","cool","Low Popularity","Low Priority","Review"
"38632","clown","Low Popularity","Low Priority","Review"
"38633","ecom","Low Popularity","Low Priority","Review"
"38634","real","Low Popularity","Low Priority","Review"
"38635","business","Low Popularity","Low Priority","Review"
"38636","putting","Low Popularity","Low Priority","Review"
"38637","mindset","Low Popularity","Low Priority","Review"
"38638","lead","Low Popularity","Low Priority","Review"
"38639","term","Low Popularity","Low Priority","Review"
"38640","success","Low Popularity","Low Priority","Review"
"38641","etsy","Low Popularity","Low Priority","Review"
"38642","ching","Low Popularity","Low Priority","Review"
"38643","money","Low Popularity","Low Priority","Review"
"38644","earned","Low Popularity","Low Priority","Review"
"38645","courses","Low Popularity","Low Priority","Review"
"38646","lies","Low Popularity","Low Priority","Review"
"38647","fucker","Low Popularity","Low Priority","Review"
"38648","bought","Low Popularity","Low Priority","Review"
"38649","complete","Low Popularity","Low Priority","Review"
"38650","trash","Low Popularity","Low Priority","Review"
"38651","videos","Low Popularity","Low Priority","Review"
"38652","informational","Low Popularity","Low Priority","Review"
"38653","hope","Low Popularity","Low Priority","Review"
"38654","love","Low Popularity","Low Priority","Review"
"38655","hearing","Low Popularity","Low Priority","Review"
"38656","life","Low Popularity","Low Priority","Review"
"38657","changing","Low Popularity","Low Priority","Review"
"38658","dropshipping","Low Popularity","Low Priority","Review"
"38659","success","Low Popularity","Low Priority","Review"
"38660","stories","Low Popularity","Low Priority","Review"
"38661","posted","Low Popularity","Low Priority","Review"
"38662","mine","Low Popularity","Low Priority","Review"
"38663","video","High Popularity","Low Priority","Review"
"38664","dude","High Popularity","Low Priority","Review"
"38665","dutch","High Popularity","Low Priority","Review"
"38666","sebastian","Low Popularity","Low Priority","Review"
"38667","cool","Low Popularity","Low Priority","Review"
"38668","usefull","Low Popularity","Low Priority","Review"
"38669","information","Low Popularity","Low Priority","Review"
"38670","video","Low Popularity","Low Priority","Review"
"38671","motivate","Low Popularity","Low Priority","Review"
"38672","start","Low Popularity","Low Priority","Review"
"38673","store","Low Popularity","Low Priority","Review"
"38674","hard","Low Popularity","Low Priority","Review"
"38675","watch","Low Popularity","Low Priority","Review"
"38676","speach","Low Popularity","Low Priority","Review"
"38677","impediment","Low Popularity","Low Priority","Review"
"38678","dressed","Low Popularity","Low Priority","Review"
"38679","washes","Low Popularity","Low Priority","Review"
"38680","quot","Low Popularity","Low Priority","Review"
"38681","literally","Low Popularity","Low Priority","Review"
"38682","constantly","Low Popularity","Low Priority","Review"
"38683","hard","Medium Popularity","Low Priority","Review"
"38684","stores","Medium Popularity","Low Priority","Review"
"38685","competion","Medium Popularity","Low Priority","Review"
"38686","store","Medium Popularity","Low Priority","Review"
"38687","close","Medium Popularity","Low Priority","Review"
"38688","weeks","Medium Popularity","Low Priority","Review"
"38689","nich","Medium Popularity","Low Priority","Review"
"38690","lost","Medium Popularity","Low Priority","Review"
"38691","month","Medium Popularity","Low Priority","Review"
"38692","niche","Medium Popularity","Low Priority","Review"
"38693","days","Medium Popularity","Low Priority","Review"
"38694","salles","Medium Popularity","Low Priority","Review"
"38695","gineral","Medium Popularity","Low Priority","Review"
"38696","storea","Medium Popularity","Low Priority","Review"
"38697","didn","Medium Popularity","Low Priority","Review"
"38698","forgood","Medium Popularity","Low Priority","Review"
"38699","wife","Medium Popularity","Low Priority","Review"
"38700","bebe","Medium Popularity","Low Priority","Review"
"38701","eati","Medium Popularity","Low Priority","Review"
"38702","facebook","Medium Popularity","Low Priority","Review"
"38703","targeting","Medium Popularity","Low Priority","Review"
"38704","phone","High Popularity","Low Priority","Review"
"38705","kaching","High Popularity","Low Priority","Review"
"38706","notification","High Popularity","Low Priority","Review"
"38707","competitors","Low Popularity","Low Priority","Review"
"38708","talks","Low Popularity","Low Priority","Review"
"38709","offer","Low Popularity","Low Priority","Review"
"38710","story","Low Popularity","Low Priority","Review"
"38711","motivated","Low Popularity","Low Priority","Review"
"38712","grinding","Low Popularity","Low Priority","Review"
"38713","hard","Low Popularity","Low Priority","Review"
"38714","business","Low Popularity","Low Priority","Review"
"38715","mentioned","Low Popularity","Low Priority","Review"
"38716","paypal","Low Popularity","Low Priority","Review"
"38717","express","Low Popularity","Low Priority","Review"
"38718","checkout","Low Popularity","Low Priority","Review"
"38719","stores","Low Popularity","Low Priority","Review"
"38720","customer","Low Popularity","Low Priority","Review"
"38721","product","Low Popularity","Low Priority","Review"
"38722","mention","Low Popularity","Low Priority","Review"
"38723","debit","Low Popularity","Low Priority","Review"
"38724","credit","Low Popularity","Low Priority","Review"
"38725","card","Low Popularity","Low Priority","Review"
"38726","statement","Low Popularity","Low Priority","Review"
"38727","sale","Low Popularity","Low Priority","Review"
"38728","profitable","Low Popularity","Low Priority","Review"
"38729","inspiring","Low Popularity","Low Priority","Review"
"38730","story","Low Popularity","Low Priority","Review"
"38731","situation","Low Popularity","Low Priority","Review"
"38732","testing","Low Popularity","Low Priority","Review"
"38733","mode","Low Popularity","Low Priority","Review"
"38734","store","High Popularity","Low Priority","Review"
"38735","returned","High Popularity","Low Priority","Review"
"38736","items","High Popularity","Low Priority","Review"
"38737","seasonal","High Popularity","Low Priority","Review"
"38738","halloween","High Popularity","Low Priority","Review"
"38739","arrived","High Popularity","Low Priority","Review"
"38740","money","High Popularity","Low Priority","Review"
"38741","honestly","High Popularity","Low Priority","Review"
"38742","feel","High Popularity","Low Priority","Review"
"38743","quitting","High Popularity","Low Priority","Review"
"38744","lose","High Popularity","Low Priority","Review"
"38745","time","High Popularity","Low Priority","Review"
"38746","inspiration","High Popularity","Low Priority","Review"
"38747","sebastian","High Popularity","Low Priority","Review"
"38748","sebastian","Low Popularity","Low Priority","Review"
"38749","setting","High Popularity","Low Priority","Review"
"38750","facebook","High Popularity","Low Priority","Review"
"38751","laptop","High Popularity","Low Priority","Review"
"38752","prevented","High Popularity","Low Priority","Review"
"38753","watch","High Popularity","Low Priority","Review"
"38754","bball","High Popularity","Low Priority","Review"
"38755","highlights","High Popularity","Low Priority","Review"
"38756","video","High Popularity","Low Priority","Review"
"38757","added","High Popularity","Low Priority","Review"
"38758","latet","High Popularity","Low Priority","Review"
"38759","form","High Popularity","Low Priority","Review"
"38760","entertainment","High Popularity","Low Priority","Review"
"38761","learn","High Popularity","Low Priority","Review"
"38762","falling","High Popularity","Low Priority","Review"
"38763","discipline","Low Popularity","Low Priority","Review"
"38764","focus","Low Popularity","Low Priority","Review"
"38765","natural","Low Popularity","Low Priority","Review"
"38766","soul","Low Popularity","Low Priority","Review"
"38767","translate","Low Popularity","Low Priority","Review"
"38768","quanto","Low Popularity","Low Priority","Review"
"38769","vale","Low Popularity","Low Priority","Review"
"38770","essa","Low Popularity","Low Priority","Review"
"38771","informa","Low Popularity","Low Priority","Review"
"38772","privilegiada","Low Popularity","Low Priority","Review"
"38773","agora","Low Popularity","Low Priority","Review"
"38774","mail","Low Popularity","Low Priority","Review"
"38775","lista","Low Popularity","Low Priority","Review"
"38776","todos","Low Popularity","Low Priority","Review"
"38777","produtos","Low Popularity","Low Priority","Review"
"38778","maiores","Low Popularity","Low Priority","Review"
"38779","vendas","Low Popularity","Low Priority","Review"
"38780","tempo","Low Popularity","Low Priority","Review"
"38781","real","Low Popularity","Low Priority","Review"
"38782","atrav","Low Popularity","Low Priority","Review"
"38783","aliexpress","Low Popularity","Low Priority","Review"
"38784","grupo","Low Popularity","Low Priority","Review"
"38785","alibaba","Low Popularity","Low Priority","Review"
"38786","blackfriday","Low Popularity","Low Priority","Review"
"38787","fluxo","Low Popularity","Low Priority","Review"
"38788","hoje","Low Popularity","Low Priority","Review"
"38789","sexta","Low Popularity","Low Priority","Review"
"38790","bado","Low Popularity","Low Priority","Review"
"38791","espalhar","Low Popularity","Low Priority","Review"
"38792","desativarem","Low Popularity","Low Priority","Review"
"38793","estou","Low Popularity","Low Priority","Review"
"38794","vendendo","Low Popularity","Low Priority","Review"
"38795","transfer","Low Popularity","Low Priority","Review"
"38796","ncia","Low Popularity","Low Priority","Review"
"38797","banc","Low Popularity","Low Priority","Review"
"38798","money","Low Popularity","Low Priority","Review"
"38799","real","Low Popularity","Low Priority","Review"
"38800","haha","Low Popularity","Low Priority","Review"
"38801","sebastian","Low Popularity","Low Priority","Review"
"38802","wait","Low Popularity","Low Priority","Review"
"38803","started","Low Popularity","Low Priority","Review"
"38804","saving","Low Popularity","Low Priority","Review"
"38805","money","Low Popularity","Low Priority","Review"
"38806","courses","Low Popularity","Low Priority","Review"
"38807","facebook","Low Popularity","Low Priority","Review"
"38808","wait","Low Popularity","Low Priority","Review"
"38809","ideas","Low Popularity","Low Priority","Review"
"38810","drop","Low Popularity","Low Priority","Review"
"38811","shipping","Low Popularity","Low Priority","Review"
"38812","didn","Low Popularity","Low Priority","Review"
"38813","inspiring","Low Popularity","Low Priority","Review"
"38814","meet","Low Popularity","Low Priority","Review"
"38815","hayden","Low Popularity","Low Priority","Review"
"38816","insights","Low Popularity","Low Priority","Review"
"38817","tips","Low Popularity","Low Priority","Review"
"38818","training","Low Popularity","Low Priority","Review"
"38819","videos","Low Popularity","Low Priority","Review"
"38820","video","Low Popularity","Low Priority","Review"
"38821","video","Low Popularity","Low Priority","Review"
"38822","explaining","Low Popularity","Low Priority","Review"
"38823","site","Low Popularity","Low Priority","Review"
"38824","design","Low Popularity","Low Priority","Review"
"38825","sebastian","Low Popularity","Low Priority","Review"
"38826","insane","Low Popularity","Low Priority","Review"
"38827","amounts","Low Popularity","Low Priority","Review"
"38828","money","Low Popularity","Low Priority","Review"
"38829","youtube","Low Popularity","Low Priority","Review"
"38830","selling","Low Popularity","Low Priority","Review"
"38831","bullshit","Low Popularity","Low Priority","Review"
"38832","courses","Low Popularity","Low Priority","Review"
"38833","innocent","Low Popularity","Low Priority","Review"
"38834","subscribers","Low Popularity","Low Priority","Review"
"38835","people","Low Popularity","Low Priority","Review"
"38836","setup","Low Popularity","Low Priority","Review"
"38837","class","Low Popularity","Low Priority","Review"
"38838","action","Low Popularity","Low Priority","Review"
"38839","suit","Low Popularity","Low Priority","Review"
"38840","courts","Low Popularity","Low Priority","Review"
"38841","prove","Low Popularity","Low Priority","Review"
"38842","business","Low Popularity","Low Priority","Review"
"38843","real","Low Popularity","Low Priority","Review"
"38844","total","Low Popularity","Low Priority","Review"
"38845","sham","Low Popularity","Low Priority","Review"
"38846","fall","Low Popularity","Low Priority","Review"
"38847","fake","Low Popularity","Low Priority","Review"
"38848","shopify","Low Popularity","Low Priority","Review"
"38849","screenshots","Low Popularity","Low Priority","Review"
"38850","easily","Low Popularity","Low Priority","Review"
"38851","doctored","Low Popularity","Low Priority","Review"
"38852","modifying","Low Popularity","Low Priority","Review"
"38853","code","Low Popularity","Low Priority","Review"
"38854","misrepresenting","Low Popularity","Low Priority","Review"
"38855","misleading","Low Popularity","Low Priority","Review"
"38856","public","Low Popularity","Low Priority","Review"
"38857","ready","Low Popularity","Low Priority","Review"
"38858","ride","Low Popularity","Low Priority","Review"
"38859","content","Low Popularity","Low Priority","Review"
"38860","videos","Low Popularity","Low Priority","Review"
"38861","video","Low Popularity","Low Priority","Review"
"38862","grinding","Low Popularity","Low Priority","Review"
"38863","hard","Low Popularity","Low Priority","Review"
"38864","taking","Low Popularity","Low Priority","Review"
"38865","advice","Low Popularity","Low Priority","Review"
"38866","hoping","Low Popularity","Low Priority","Review"
"38867","videos","Low Popularity","Low Priority","Review"
"38868","sebastian","Low Popularity","Low Priority","Review"
"38869","sincer","Low Popularity","Low Priority","Review"
"38870","cear","Low Popularity","Low Priority","Review"
"38871","bani","Low Popularity","Low Priority","Review"
"38872","ecommerce","Low Popularity","Low Priority","Review"
"38873","business","Low Popularity","Low Priority","Review"
"38874","spoate","Low Popularity","Low Priority","Review"
"38875","sami","Low Popularity","Low Priority","Review"
"38876","spuii","Low Popularity","Low Priority","Review"
"38877","product","Low Popularity","Low Priority","Review"
"38878","care","Low Popularity","Low Priority","Review"
"38879","poate","Low Popularity","Low Priority","Review"
"38880","scimba","Low Popularity","Low Priority","Review"
"38881","viata","Low Popularity","Low Priority","Review"
"38882","sebastian","Low Popularity","Low Priority","Review"
"38883","busy","Low Popularity","Low Priority","Review"
"38884","customer","Low Popularity","Low Priority","Review"
"38885","priority","Low Popularity","Low Priority","Review"
"38886","mail","Low Popularity","Low Priority","Review"
"38887","checkout","Low Popularity","Low Priority","Review"
"38888","started","Low Popularity","Low Priority","Review"
"38889","dropshipping","Low Popularity","Low Priority","Review"
"38890","aliexpress","Low Popularity","Low Priority","Review"
"38891","rates","Low Popularity","Low Priority","Review"
"38892","cost","Low Popularity","Low Priority","Review"
"38893","items","Low Popularity","Low Priority","Review"
"38894","bought","Low Popularity","Low Priority","Review"
"38895","stuck","Low Popularity","Low Priority","Review"
"38896","inspired","Low Popularity","Low Priority","Review"
"38897","taking","Low Popularity","Low Priority","Review"
"38898","action","Low Popularity","Low Priority","Review"
"38899","underrated","Low Popularity","Low Priority","Review"
"38900","phrase","Low Popularity","Low Priority","Review"
"38901","drop","Low Popularity","Low Priority","Review"
"38902","shipping","Low Popularity","Low Priority","Review"
"38903","site","Low Popularity","Low Priority","Review"
"38904","quot","Low Popularity","Low Priority","Review"
"38905","track","Low Popularity","Low Priority","Review"
"38906","page","Low Popularity","Low Priority","Review"
"38907","tutorial","Low Popularity","Low Priority","Review"
"38908","wordpress","Low Popularity","Low Priority","Review"
"38909","woocom","Low Popularity","Low Priority","Review"
"38910","esti","Low Popularity","Low Priority","Review"
"38911","cool","Low Popularity","Low Priority","Review"
"38912","time","Low Popularity","Low Priority","Review"
"38913","action","Low Popularity","Low Priority","Review"
"38914","weeks","High Popularity","Low Priority","Review"
"38915","youve","High Popularity","Low Priority","Review"
"38916","genuine","High Popularity","Low Priority","Review"
"38917","vibe","High Popularity","Low Priority","Review"
"38918","forward","High Popularity","Low Priority","Review"
"38919","videos","High Popularity","Low Priority","Review"
"38920","joining","High Popularity","Low Priority","Review"
"38921","ecomalpha","High Popularity","Low Priority","Review"
"38922","community","High Popularity","Low Priority","Review"
"38923","ready","High Popularity","Low Priority","Review"
"38924","money","High Popularity","Low Priority","Review"
"38925","eventually","High Popularity","Low Priority","Review"
"38926","quit","High Popularity","Low Priority","Review"
"38927","landscaper","High Popularity","Low Priority","Review"
"38928","focus","High Popularity","Low Priority","Review"
"38929","ecommerce","High Popularity","Low Priority","Review"
"38930","millionare","High Popularity","Low Priority","Review"
"38931","information","High Popularity","Low Priority","Review"
"38932","life","High Popularity","Low Priority","Review"
"38933","perfect","High Popularity","Low Priority","Review"
"38934","time","High Popularity","Low Priority","Review"
"38935","prosper","High Popularity","Low Priority","Review"
"38936","love","High Popularity","Low Priority","Review"
"38937","sebastion","High Popularity","Low Priority","Review"
"38938","flexing","High Popularity","Low Priority","Review"
"38939","brotha","Low Popularity","Low Priority","Review"
"38940","meaning","Low Popularity","Low Priority","Review"
"38941","drop","Low Popularity","Low Priority","Review"
"38942","shipping","Low Popularity","Low Priority","Review"
"38943","time","Low Popularity","Low Priority","Review"
"38944","recently","Low Popularity","Low Priority","Review"
"38945","chanel","Low Popularity","Low Priority","Review"
"38946","watching","Low Popularity","Low Priority","Review"
"38947","proper","Low Popularity","Low Priority","Review"
"38948","amount","Low Popularity","Low Priority","Review"
"38949","consistency","Low Popularity","Low Priority","Review"
"38950","dedication","Low Popularity","Low Priority","Review"
"38951","dragut","Low Popularity","Low Priority","Review"
"38952","daca","Low Popularity","Low Priority","Review"
"38953","acel","Low Popularity","Low Priority","Review"
"38954","carnetel","Low Popularity","Low Priority","Review"
"38955","partile","Low Popularity","Low Priority","Review"
"38956","bune","Low Popularity","Low Priority","Review"
"38957","rele","Low Popularity","Low Priority","Review"
"38958","merge","Low Popularity","Low Priority","Review"
"38959","notite","Low Popularity","Low Priority","Review"
"38960","sebastian","High Popularity","Low Priority","Review"
"38961","weed","High Popularity","Low Priority","Review"
"38962","plant","High Popularity","Low Priority","Review"
"38963","background","High Popularity","Low Priority","Review"
"38964","makes","High Popularity","Low Priority","Review"
"38965","sense","High Popularity","Low Priority","Review"
"38966","dont","Low Popularity","Low Priority","Review"
"38967","money","Low Popularity","Low Priority","Review"
"38968","sales","Low Popularity","Low Priority","Review"
"38969","traffic","Low Popularity","Low Priority","Review"
"38970","month","Low Popularity","Low Priority","Review"
"38971","targeting","Low Popularity","Low Priority","Review"
"38972","audiences","Low Popularity","Low Priority","Review"
"38973","sale","Low Popularity","Low Priority","Review"
"38974","losing","Low Popularity","Low Priority","Review"
"38975","money","Low Popularity","Low Priority","Review"
"38976","site","Low Popularity","Low Priority","Review"
"38977","runningsurplus","Low Popularity","Low Priority","Review"
"38978","shopify","High Popularity","Low Priority","Review"
"38979","grinding","High Popularity","Low Priority","Review"
"38980","trillion","High Popularity","Low Priority","Review"
"38981","dollar","High Popularity","Low Priority","Review"
"38982","mark","High Popularity","Low Priority","Review"
"38983","360p","Low Popularity","Low Priority","Review"
"38984","wait","Low Popularity","Low Priority","Review"
"38985","cheapest","Low Popularity","Low Priority","Review"
"38986","product","Low Popularity","Low Priority","Review"
"38987","content","Low Popularity","Low Priority","Review"
"38988","sebastian","Low Popularity","Low Priority","Review"
"38989","coming","Low Popularity","Low Priority","Review"
"38990","love","Low Popularity","Low Priority","Review"
"38991","story","Low Popularity","Low Priority","Review"
"38992","video","Low Popularity","Low Priority","Review"
"38993","learning","High Popularity","Top Priority","Review"
"38994","create","High Popularity","Top Priority","Review"
"38995","online","High Popularity","Top Priority","Review"
"38996","business","High Popularity","Top Priority","Review"
"38997","building","High Popularity","Top Priority","Review"
"38998","brand","High Popularity","Top Priority","Review"
"38999","amazon","High Popularity","Top Priority","Review"
"39000","past","High Popularity","Top Priority","Review"
"39001","experience","High Popularity","Top Priority","Review"
"39002","free","High Popularity","Top Priority","Review"
"39003","video","High Popularity","Top Priority","Review"
"39004","training","High Popularity","Top Priority","Review"
"39005","series","High Popularity","Top Priority","Review"
"39006","http","High Popularity","Top Priority","Review"
"39007","tatianajames","High Popularity","Top Priority","Review"
"39008","freetraining","High Popularity","Top Priority","Review"
"39009","honest","Low Popularity","Top Priority","Review"
"39010","follow","Low Popularity","Top Priority","Review"
"39011","tryna","Low Popularity","Top Priority","Review"
"39012","transparent","Low Popularity","Top Priority","Review"
"39013","inspired","Low Popularity","Top Priority","Review"
"39014","speak","Low Popularity","Top Priority","Review"
"39015","heart","Low Popularity","Top Priority","Review"
"39016","real","Low Popularity","Top Priority","Review"
"39017","talk","Low Popularity","Top Priority","Review"
"39018","100000","Low Popularity","Top Priority","Review"
"39019","pretty","Low Popularity","Top Priority","Review"
"39020","teeth","Low Popularity","Top Priority","Review"
"39021","coach","Low Popularity","Top Priority","Review"
"39022","person","Low Popularity","Top Priority","Review"
"39023","online","Low Popularity","Top Priority","Review"
"39024","game","Low Popularity","Top Priority","Review"
"39025","hard","Low Popularity","Top Priority","Review"
"39026","talking","Low Popularity","Top Priority","Review"
"39027","luxcurves","Low Popularity","Top Priority","Review"
"39028","solid","Low Popularity","Top Priority","Review"
"39029","advice","Low Popularity","Top Priority","Review"
"39030","details","Low Popularity","Top Priority","Review"
"39031","product","Low Popularity","Top Priority","Review"
"39032","vague","Low Popularity","Top Priority","Review"
"39033","clicked","Low Popularity","Top Priority","Review"
"39034","link","Low Popularity","Top Priority","Review"
"39035","training","Low Popularity","Top Priority","Review"
"39036","courses","Low Popularity","Top Priority","Review"
"39037","videos","Low Popularity","Top Priority","Review"
"39038","shes","Low Popularity","Top Priority","Review"
"39039","sell","Low Popularity","Top Priority","Review"
"39040","program","Low Popularity","Top Priority","Review"
"39041","learn","Low Popularity","Top Priority","Review"
"39042","products","Low Popularity","Top Priority","Review"
"39043","cost","Low Popularity","Top Priority","Review"
"39044","guess","Low Popularity","Top Priority","Review"
"39045","corse","Low Popularity","Top Priority","Review"
"39046","closed","Low Popularity","Top Priority","Review"
"39047","stuff","Low Popularity","Top Priority","Review"
"39048","video","Low Popularity","Top Priority","Review"
"39049","didn","Low Popularity","Top Priority","Review"
"39050","train","Low Popularity","Top Priority","Review"
"39051","explains","Low Popularity","Top Priority","Review"
"39052","bonuses","Low Popularity","Top Priority","Review"
"39053","offers","Low Popularity","Top Priority","Review"
"39054","real","Low Popularity","Top Priority","Review"
"39055","free","Low Popularity","Top Priority","Review"
"39056","aren","Low Popularity","Top Priority","Review"
"39057","nice","Low Popularity","Top Priority","Review"
"39058","testimonial","Low Popularity","Top Priority","Review"
"39059","share","Low Popularity","Top Priority","Review"
"39060","books","Low Popularity","Top Priority","Review"
"39061","commerce","Low Popularity","Top Priority","Review"
"39062","giving","Low Popularity","Top Priority","Review"
"39063","email","Low Popularity","Top Priority","Review"
"39064","people","Low Popularity","Top Priority","Review"
"39065","wake","Low Popularity","Top Priority","Review"
"39066","money","Low Popularity","Top Priority","Review"
"39067","youtube","Low Popularity","Top Priority","Review"
"39068","videos","Low Popularity","Top Priority","Review"
"39069","amazon","Low Popularity","Top Priority","Review"
"39070","fell","Medium Popularity","Top Priority","Review"
"39071","love","Medium Popularity","Top Priority","Review"
"39072","woman","Medium Popularity","Top Priority","Review"
"39073","passion","Medium Popularity","Top Priority","Review"
"39074","drive","Medium Popularity","Top Priority","Review"
"39075","yall","Low Popularity","Top Priority","Review"
"39076","sharing","Low Popularity","Top Priority","Review"
"39077","hope","Low Popularity","Top Priority","Review"
"39078","person","Low Popularity","Top Priority","Review"
"39079","jumps","Low Popularity","Top Priority","Review"
"39080","honest","Low Popularity","Top Priority","Review"
"39081","reach","Low Popularity","Top Priority","Review"
"39082","level","Low Popularity","Top Priority","Review"
"39083","understood","Low Popularity","Top Priority","Review"
"39084","didn","Low Popularity","Top Priority","Review"
"39085","money","Low Popularity","Top Priority","Review"
"39086","started","Low Popularity","Top Priority","Review"
"39087","process","Low Popularity","Top Priority","Review"
"39088","deciding","Low Popularity","Top Priority","Review"
"39089","invest","Low Popularity","Top Priority","Review"
"39090","amount","Low Popularity","Top Priority","Review"
"39091","business","Low Popularity","Top Priority","Review"
"39092","beautiful","Low Popularity","Top Priority","Review"
"39093","love","Low Popularity","Top Priority","Review"
"39094","necklace","Low Popularity","Top Priority","Review"
"39095","tree","Low Popularity","Top Priority","Review"
"39096","life","Low Popularity","Top Priority","Review"
"39097","necklaces","Low Popularity","Top Priority","Review"
"39098","goooo","Low Popularity","Top Priority","Review"
"39099","waiting","Low Popularity","Top Priority","Review"
"39100","5000","Low Popularity","Top Priority","Review"
"39101","poor","Low Popularity","Top Priority","Review"
"39102","people","Low Popularity","Top Priority","Review"
"39103","information","Low Popularity","Top Priority","Review"
"39104","laying","Low Popularity","Top Priority","Review"
"39105","dont","Low Popularity","Top Priority","Review"
"39106","easily","Low Popularity","Top Priority","Review"
"39107","videos","Low Popularity","Top Priority","Review"
"39108","putting","Low Popularity","Top Priority","Review"
"39109","invaluable","Low Popularity","Top Priority","Review"
"39110","information","Low Popularity","Top Priority","Review"
"39111","video","Low Popularity","Top Priority","Review"
"39112","refreshing","Low Popularity","Top Priority","Review"
"39113","honest","Low Popularity","Top Priority","Review"
"39114","story","Low Popularity","Top Priority","Review"
"39115","review","Low Popularity","Top Priority","Review"
"39116","built","Low Popularity","Top Priority","Review"
"39117","business","Low Popularity","Top Priority","Review"
"39118","tatiana","Low Popularity","Top Priority","Review"
